co2
2810288.0
21181584.0
38775202.1
66395344.0
3664.0
2377447863.0
1223389.69
40304.0
3260960.0
5026004.75
67127426.53
25648.0
84272.0
1707424.0
38160560.0
189660131.4
384720.0
3191344.0
87936.0
124576.0
17942608.0
135568.0
0.0
186864.0
5622970.67
366400.0
169489312.0
38781722.62
0.0
234496.0
58679118.7
22829459.92
2089385.41
1678112.0
1571856.0
377392.0
29312.0
2376721.46
6474288.0
128240.0
2183744.0
2432896.0
1004426215.0
28438830.2
556928.0
65718480.22
11743657.28
7796992.0
9764560.0
2564800.0
465844308.7
553264.0
3352560.0
17153177.81
8896952.74
3664.0
9765786.27
853712.0
2535488.0
10992.0
1165134.92
7333661.4
7501578.97
188816607.5
4223676000.0
1024422.73
1767655.45
39677456.0
1645136.0
260144.0
0.0
4931744.0
505632.0
13129665.62
447008.0
47472203.44
151092578.6
2991534.11
2457880.37
10478534.83
604560.0
42388397.09
29312.0
523952.0
585434.59
47632.0
8712525.49
104691472.0
247979520.0
37068977.48
2255541.64
747456.0
421360.0
4238460.06
8445520.0
20545273.45
407151008.0
2213056.0
353971712.0
59459392.0
7710769.34
4070704.0
18320.0
29312.0
43724476.0
0.0
0.0
0.0
223504.0
51789739.64
29048192.0
84272.0
6554479.68
1403312.0
458000.0
692415392.0
1151197.67
1700996.42
127759325.4
27051312.0
831728.0
351744.0
2240025.58
15015072.0
2440224.0
612079.55
3577915.33
4521965.57
73031868.23
11021312.0
18990512.0
36676137.21
14656.0
19813658.54
27245605.59
106015192.4
7243355.39
2927058745.0
83500786.53
3664.0
47632.0
2311984.0
43414060.79
263808.0
77615578.65
2553808.0
164803056.0
0.0
3953456.0
7328.0
21984.0
0.0
8479289.05
318768.0
10149280.0
54960.0
3484464.0
374317561.2
26631380.13
312966.67
54960.0
0.0
4174499726.0
35942841.5
127943388.0
230832.0
98701808.2
4594656.0
3532700.0
55251474.9
67498208.0
1648800.0
2570946.82
99390472.18
12651792.0
0.0
121465258.8
175872.0
50475264.0
139232.0
40252210.7
46808494.95
26928671.66
57041531.95
5389744.0
18602025.6
6135240.1
714480.0
1575338.44
365795688.4
147809424.0
351625.14
11189856.0
38172174.33
89430912.0
206367967.5
9266256.0
38031020.21
17429748.13
0.0
100934264.5
16016583.96
1857648.0
1447280.0
1304618496.0
366400.0
2513504.0
304112.0
36640.0
158577920.0
7328.0
213216397.6
743792.0
38131248.0
989280.0
2877369848.0
7961872.0
43559843.15
65952.0
0.0
0.0
75212413.19
2740924816.0
1746509.65
15103734.35
2564800.0
33126224.0
28322639.8
564635320.1
5035210.51
0.0
604560.0
44663734.54
623565168.0
5986976.0
22940304.0
560443.42
341052636.1
9160029.48
2198211590.0
3092416.0
14585887.77
207235406.4
1722080.0
107453013.8
531280.0
0.0
487312.0
3815863.15
57426039.42
0.0
6158234.25
4527504.9
1218953.08
7328.0
1256752.0
23816000.0
10420264.02
2276407195.0
2823815.6
39563872.0
0.0
23012401.42
428688.0
8965808.0
241817825.8
172208.0
9154971.96
47390796.0
36277264.0
4185619.24
106256.0
6196177.52
58602016.0
644864.0
4479328893.0
570711.82
43560708.06
406704.0
42655363.6
29312.0
2953184.0
94831553.08
47632.0
23579829.99
1174741.0
364568.0
828064.0
424875.42
76889040.0
3265056964.0
58624.0
425024.0
205184.0
11219168.0
527616.0
788039117.9
0.0
604560.0
5244854784.0
47632.0
106256.0
56677887.51
87800153.09
6312857.93
0.0
40304.0
1629754528.0
132254208.3
58624.0
203949027.5
42168976.0
1872304.0
1758720.0
359072.0
